name,Rating,Reviews,Company_Type,Head_Quarters,Company_Age,No_of_Employee
Hughes Systique ...,4.3,(97 Reviews),Private,Rockville + 2 more,17 years old,1k-5k Employees (India)
Eye-Q Super Spec...,3.6,(97 Reviews),Gurugram + 19 more,15 years old,501-1k Employees (Global),
Motherhood Hospi...,4.2,(97 Reviews),"Bangalore,Karnataka + 13 more",14 years old,1k-5k Employees (India),
Apex Hospital,4,(97 Reviews),Private,"Jaipur,Rajasthan + 20 more",28 years old,51-200 Employees (Global)
HiTech iSolution...,3.7,(97 Reviews),"Ahmedabad,Gujrat + 4 more",30 years old,1k-5k Employees (India),
Gandour India Fo...,3.9,(97 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 26 more",23 years old,51-200 Employees (India)
Root Industries,4.3,(97 Reviews),Private,"Coimbatore,Tamil Nadu + 4 more",52 years old,1k-5k Employees (India)
Flair Pens,3.9,(97 Reviews),Private,"Mumbai,Maharashtra + 17 more",46 years old,1k-5k Employees (India)
Reliance Naval a...,3.7,(97 Reviews),Private,"Mumbai,Maharashtra + 10 more",15 years old,5k-10k Employees (India)
RapiPay Fintech,4.1,(97 Reviews),"Noida,Uttar Pradesh + 28 more",4 years old,501-1k Employees (India),
Naprod Life Scie...,3.4,(97 Reviews),Private,Mumbai + 5 more,16 years old,201-500 Employees (India)
Optimum InfoSyst...,3.9,(97 Reviews),"Bangalore/Bengaluru,Karnataka + 8 more",25 years old,11-50 Employees (India),
Smart Drive Syst...,3.5,(97 Reviews),Private,"San Diego,California",18 years old,201-500 Employees (India)
Garden Reach Shi...,4.1,(97 Reviews),Kolkata + 3 more,88 years old,1k-5k Employees (India),
Salini Impregilo,4.6,(97 Reviews),Private,Milan + 5 more,8 years old,51-200 Employees (India)
Panda Retail Com...,4.3,(97 Reviews),Private,Jeddah + 7 more,44 years old,1-10 Employees (India)
Imperative Busin...,4.5,(97 Reviews),Private,Mumbai + 3 more,11 years old,201-500 Employees (India)
Innoviti Payment...,3.5,(97 Reviews),Private,"Bangalore,Karnataka + 16 more",14 years old,201-500 Employees (India)
Padget Electroni...,3.6,(97 Reviews),Noida + 2 more,501-1k Employees (India),,
SEForge,3.8,(97 Reviews),Private,Coimbatore + 4 more,16 years old,201-500 Employees (India)
Vnr Seeds,4.1,(97 Reviews),Raipur + 16 more,18 years old,51-200 Employees (India),
E-meditek Tpa Se...,3.7,(97 Reviews),Private,Gurgaon + 17 more,22 years old,501-1k Employees (Global)
Amar Cars,3.8,(97 Reviews),Private,"Vadodara,Gujarat + 9 more",16 years old,501-1k Employees (India)
Supreme Treon,4,(97 Reviews),Private,"Mumbai,Maharashtra + 18 more",36 years old,501-1k Employees (India)
Health Insurance...,3.8,(97 Reviews),Noida + 9 more,9 years old,51-200 Employees (India),
Alf Engineering,4,(97 Reviews),Private,"Nasik/Nashik,Maharashtra + 9 more",16 years old,201-500 Employees (India)
Bry-Air (Asia),4.1,(97 Reviews),Private,"Gurgaon/Gurugram,Haryana + 9 more",41 years old,1k-5k Employees (India)
doodleblue innov...,4.6,(97 Reviews),Private,"Chennai,Tamil Nadu",11 years old,201-500 Employees (India)
Nipro India Corp...,3.5,(97 Reviews),"Satara,Maharashtra + 10 more",12 years old,201-500 Employees (India),
Sony India Softw...,3.8,(97 Reviews),Bengaluru + 10 more,25 years old,1k-5k Employees (India),
Phoenix Contact,4.3,(97 Reviews),Private,Blomberg + 5 more,99 years old,501-1k Employees (India)
Harvest Gold Ind...,4,(97 Reviews),Private,New Delhi + 11 more,29 years old,501-1k Employees (India)
Fipola Retail,4.7,(97 Reviews),Private,"Chennai,Tamil Nadu + 5 more",6 years old,1k-5k Employees (India)
Emerald Jewel In...,3.9,(97 Reviews),Public,"Coimbatore,Tamil Nadu + 6 more",38 years old,51-200 Employees (India)
Funlabtech,4.3,(97 Reviews),Gurgaon/Gurugram + 4 more,201-500 Employees (Global),,
Novel Office,4.4,(97 Reviews),"Bengaluru/Bangalore,Karnataka + 5 more",29 years old,51-200 Employees (India),
Mindcrest,2.7,(97 Reviews),Private,"Chicago,Illinois + 1 more",21 years old,201-500 Employees (India)
Zscaler Softech,4.1,(97 Reviews),Private,"San Jose,California + 7 more",14 years old,1k-5k Employees (India)
Cadeploy Enginee...,2.9,(97 Reviews),Private,"San Ramon,California + 4 more",10 years old,501-1k Employees (India)
Dalmia Bharat Gr...,4,(2k Reviews),Private,New Delhi + 27 more,87 years old,50k-1 Lakh Employees (India)
Inditex,3.9,(343 Reviews),Private,"Arteixo,A Coruna + 14 more",59 years old,501-1k Employees (India)
IDBI Capital,4.1,(96 Reviews),Public,"Mumbai,Maharashtra + 28 more",29 years old,51-200 Employees (India)
Strategic Learni...,4.2,(96 Reviews),Private,"Gurgaon/Gurugram,Haryana + 18 more",26 years old,201-500 Employees (India)
Fortune Marketin...,3.3,(96 Reviews),Private,"Delhi/NCR,Delhi + 16 more",28 years old,1k-5k Employees (India)
Mangalam Cement,4.3,(96 Reviews),Public,Kolkata + 16 more,46 years old,1k-5k Employees (India)
WM Logistics,3.9,(96 Reviews),Private,Houstan + 1 more,11 years old,501-1k Employees (India)
Jayem Automotive...,2.9,(96 Reviews),Private,"Chennai,Tamil Nadu + 3 more",31 years old,501-1k Employees (India)
Arch Pharmalabs,4.1,(96 Reviews),Private,Mumbai + 10 more,23 years old,201-500 Employees (India)
Viztar Internati...,3,(96 Reviews),Private,"Mumbai,Maharashtra + 12 more",15 years old,501-1k Employees (India)
InnovAccer,3.5,(96 Reviews),Private,"San Francisco,California + 2 more",8 years old,501-1k Employees (India)
STMicroelectroni...,4.2,(96 Reviews),Private,"Geneva,Geneva + 4 more",35 years old,1k-5k Employees (India)
Holostik,3.9,(96 Reviews),Public,"Noida,Uttar Pradesh + 9 more",31 years old,1k-5k Employees (India)
Graphite India,3.5,(96 Reviews),Public,"Nasik/Nashik,Maharashtra + 5 more",60 years old,1k-5k Employees (India)
India Pistons,3.8,(96 Reviews),Public,"Chennai,Tamil Nadu + 4 more",73 years old,1k-5k Employees (India)
ExcelSoft Techno...,3.7,(96 Reviews),Private,"Mysore,Karnataka + 2 more",22 years old,501-1k Employees (India)
Invenio Business...,3.7,(96 Reviews),Private,"Readin,Berkshire + 5 more",16 years old,501-1k Employees (India)
SCM Garments,3.8,(96 Reviews),Private,"Agartala,Tripura + 7 more",33 years old,501-1k Employees (India)
CARE Ratings,3.2,(96 Reviews),Public,Mumbai + 12 more,29 years old,501-1k Employees (India)
Sunera Technolog...,3.5,(96 Reviews),Private,Troy + 1 more,17 years old,1k-5k Employees (India)
Batra Hospital,4,(96 Reviews),Private,"Delhi/NCR,New Delhi + 3 more",35 years old,51-200 Employees (India)
Imedx Informatio...,3.5,(96 Reviews),Atlanta + 5 more,20 years old,201-500 Employees (India),
Leena Powertech ...,3.5,(96 Reviews),Private,Mumbai + 7 more,27 years old,51-200 Employees (India)
Ministry Of Educ...,4.5,(96 Reviews),Private,Male + 13 more,51-200 Employees (India),
Bambino Agro Ind...,4.1,(96 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 15 more",40 years old,201-500 Employees (India)
Al Naboodah,4.6,(96 Reviews),Dubai + 8 more,64 years old,10k-50k Employees (Global),
Qube Cinema Tech...,4.2,(96 Reviews),Private,"Chennai,Tamil Nadu + 7 more",18 years old,501-1k Employees (India)
ETA ASCON Group,4.3,(96 Reviews),Private,Dubai + 12 more,49 years old,50k-1 Lakh Employees (Global)
Inorbit Mall,4.4,(96 Reviews),Mumbai + 4 more,18 years old,51-200 Employees (India),
Escalon Business...,4.1,(96 Reviews),Private,"Palo Alto,CA + 1 more",16 years old,201-500 Employees (India)
Multi Mantech In...,3,(96 Reviews),Private,"Ahmedabad,Gujarat + 11 more",31 years old,51-200 Employees (India)
MARG ERP,3.8,(96 Reviews),New Delhi + 16 more,22 years old,5k-10k Employees (India),
Immacule Life Sc...,3.8,(96 Reviews),Private,Nalagarh + 9 more,10 years old,201-500 Employees (India)
Goldstone Cement...,3.4,(96 Reviews),Kolkata + 9 more,15 years old,51-200 Employees (India),
Swiss Garnier Li...,4.1,(96 Reviews),Private,"Chennai,Tamil Nadu + 4 more",17 years old,201-500 Employees (India)
Smc Pneumatics I...,4,(96 Reviews),Private,"Noida,Uttar Pradesh + 16 more",27 years old,201-500 Employees (Global)
Hathi Cement,4.4,(96 Reviews),Private,Mumbai + 11 more,66 years old,501-1k Employees (India)
Horiba India,3.7,(96 Reviews),Private,Kyoto + 13 more,69 years old,201-500 Employees (India)
Sv Edusports,4.5,(96 Reviews),Private,Bangalore + 26 more,13 years old,1 Lakh+ Employees (India)
Sendan Internati...,4.1,(96 Reviews),Private,Al Jubail + 5 more,28 years old,1k-5k Employees (India)
TCTS,3.7,(96 Reviews),Public,"Mumbai,Maharashtra + 25 more",14 years old,10k-50k Employees (India)
Crescendo Global,4.9,(96 Reviews),Private,"Gurgaon/Gurugram,Haryana + 1 more",8 years old,51-200 Employees (India)
Him Teknoforge,4,(96 Reviews),Public,"Chandigarh,Chandigarh + 6 more",41 years old,1k-5k Employees (India)
Educational Init...,4.3,(96 Reviews),Private,"Ahmedabad,Gujarat + 19 more",21 years old,201-500 Employees (India)
Suminter India O...,4.2,(96 Reviews),Private,"Mumbai,Maharashtra + 9 more",18 years old,201-500 Employees (India)
Him Teknoforge,4,(96 Reviews),Public,"Chandigarh,Chandigarh + 6 more",41 years old,1k-5k Employees (India)
Sahajanand Medic...,3.9,(96 Reviews),Private,"Surat,Gujarat + 16 more",24 years old,501-1k Employees (India)
Fortune Marketin...,3.3,(96 Reviews),Private,"Delhi/NCR,Delhi + 16 more",28 years old,1k-5k Employees (India)
Jayem Automotive...,2.9,(96 Reviews),Private,"Chennai,Tamil Nadu + 3 more",31 years old,501-1k Employees (India)
Indian Coast Gua...,4.4,(96 Reviews),Private,"New Delhi,Delhi + 21 more",44 years old,5k-10k Employees (India)
Imedx Informatio...,3.5,(96 Reviews),Atlanta + 5 more,20 years old,201-500 Employees (India),
Batra Hospital,4,(96 Reviews),Private,"Delhi/NCR,New Delhi + 3 more",35 years old,51-200 Employees (India)
InnovAccer,3.5,(96 Reviews),Private,"San Francisco,California + 2 more",8 years old,501-1k Employees (India)
Winds E World,4.4,(96 Reviews),Public,Kolkata + 13 more,4 years old,51-200 Employees (India)
Crescendo Global,4.9,(96 Reviews),Private,"Gurgaon/Gurugram,Haryana + 1 more",8 years old,51-200 Employees (India)
Inorbit Mall,4.4,(96 Reviews),Mumbai + 4 more,18 years old,51-200 Employees (India),
Swiss Garnier Li...,4.1,(96 Reviews),Private,"Chennai,Tamil Nadu + 4 more",17 years old,201-500 Employees (India)
Horiba India,3.7,(96 Reviews),Private,Kyoto + 13 more,69 years old,201-500 Employees (India)
Multi Mantech In...,3,(96 Reviews),Private,"Ahmedabad,Gujarat + 11 more",31 years old,51-200 Employees (India)
Shalimar Corp,3.9,(96 Reviews),Lucknow + 6 more,501-1k Employees (India),,
Indo Count Indus...,3.8,(96 Reviews),Public,"Mumbai,Maharashtra + 7 more",34 years old,1k-5k Employees (India)
eSense Learning,3.9,(96 Reviews),"Mumbai,Maharashtra + 14 more",14 years old,201-500 Employees (India),
Sikka Group,3.7,(96 Reviews),Private,New Delhi + 5 more,36 years old,201-500 Employees (India)
Milkbasket,4.2,(96 Reviews),Private,"Gurgaon,Haryana + 8 more",7 years old,201-500 Employees (India)
Excel Crop Care,4.3,(95 Reviews),Public,"Mumbai,Maharashtra + 14 more",58 years old,1k-5k Employees (India)
Shriram EPC,4.3,(95 Reviews),Public,"Chennai,Tamil Nadu + 9 more",22 years old,201-500 Employees (India)
Velan Info Servi...,4.4,(95 Reviews),Private,"Dover,Delaware + 1 more",15 years old,201-500 Employees (India)
Global Cloud Xch...,3.4,(95 Reviews),Private,Hamilton + 5 more,34 years old,501-1k Employees (India)
Black & Veatch,4.1,(95 Reviews),Private,Overland Park + 9 more,107 years old,501-1k Employees (India)
Dunkin' Donuts,4.2,(95 Reviews),Canton + 17 more,72 years old,1k-5k Employees (Global),
ABT Maruti,4.2,(95 Reviews),Private,Coimbatore + 13 more,101 years old,1k-5k Employees (Global)
Pearl Polymers,4.5,(95 Reviews),Public,"Delhi/NCR,Delhi + 14 more",38 years old,501-1k Employees (India)
Rubicon Research,3.6,(95 Reviews),Private,"Atlanta,Georgia + 6 more",23 years old,201-500 Employees (India)
Entercoms,3.2,(95 Reviews),Private,"Irving,Texas",18 years old,201-500 Employees (India)
Relyon Softech,3.9,(95 Reviews),Public,"Bangalore,Karnataka + 12 more",21 years old,201-500 Employees (India)
Hindustan Wellne...,3.1,(95 Reviews),Private,"Gurgaon,Haryana + 2 more",8 years old,11-50 Employees (India)
GlobusSoft,4.2,(95 Reviews),Private,"Bhilai/Bhillai,Chhattisgarh + 3 more",13 years old,51-200 Employees (India)
Sula Vineyards,4.2,(95 Reviews),Private,Nashik + 10 more,26 years old,501-1k Employees (India)
Koenig Solutions,3.1,(95 Reviews),Private,"Delhi/NCR,Delhi + 7 more",29 years old,201-500 Employees (India)
Bharti Retail,4.5,(95 Reviews),Private,New Delhi + 35 more,46 years old,201-500 Employees (India)
Manikaran Power,2.9,(95 Reviews),Private,"Delhi/NCR,Delhi + 6 more",17 years old,501-1k Employees (India)
Affluent Global ...,3.5,(95 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",10 years old,501-1k Employees (India)
In2IT Technologi...,3.5,(95 Reviews),Private,"Irving,Texas + 7 more",32 years old,201-500 Employees (India)
Regus,3.1,(95 Reviews),Private,Luxembourg City + 18 more,33 years old,1k-5k Employees (India)
O2 Spa,3.1,(95 Reviews),Private,"Hyderabad,Telangana + 16 more",15 years old,501-1k Employees (India)
Virinchi Technol...,3.5,(95 Reviews),Private,Edison + 2 more,31 years old,1k-5k Employees (India)
Mediamint,4,(95 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",12 years old,501-1k Employees (Global)
Botree Software ...,4.3,(95 Reviews),Private,"Chennai,Tamil Nadu + 12 more",25 years old,201-500 Employees (India)
Creamy foods,3.8,(95 Reviews),Public,"Noida,Uttar Pradesh + 19 more",31 years old,201-500 Employees (India)
Don Bosco School,4.1,(95 Reviews),New Delhi + 29 more,42 years old,50k-1 Lakh Employees (India),
Peerless Hospita...,4,(95 Reviews),Private,"Kolkata,West Bengal + 4 more",90 years old,201-500 Employees (India)
Pittie Group,3.1,(95 Reviews),"Mumbai,Maharashtra + 20 more",31 years old,51-200 Employees (India),
SDG Software,4.3,(95 Reviews),Private,"Noida,Uttar Pradesh + 2 more",29 years old,201-500 Employees (India)
Teleminds Infote...,2.9,(95 Reviews),Private,"Kolkata,West Bengal + 2 more",10 years old,51-200 Employees (India)
MSL Driveline Sy...,4.2,(95 Reviews),Mumbai + 3 more,43 years old,201-500 Employees (India),
Technique Contro...,4,(95 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",12 years old,51-200 Employees (India)
InfoService,3.2,(95 Reviews),Private,"Chennai,Tamil Nadu + 17 more",18 years old,501-1k Employees (Global)
Sam India Built ...,4,(95 Reviews),Private,New Delhi + 11 more,24 years old,51-200 Employees (Global)
Wave Infratech,4.1,(95 Reviews),Private,"Noida,Uttar Pradesh + 9 more",59 years old,1k-5k Employees (India)
Nahar Spinning M...,3.6,(95 Reviews),Public,"Ludhiana,Punjab + 6 more",42 years old,51-200 Employees (India)
Jbm Auto Compone...,3.7,(95 Reviews),Private,Gurgaon + 20 more,39 years old,10k-50k Employees (Global)
Benteler Automot...,4.2,(95 Reviews),Private,Salzburg + 3 more,146 years old,201-500 Employees (India)
EICHER TRUCKS AN...,4.2,(95 Reviews),Public,New Delhi + 31 more,14 years old,1k-5k Employees (India)
Oman National En...,3.9,(95 Reviews),Muscat + 5 more,44 years old,1k-5k Employees (Global),
Aditya Birla Ide...,3.8,(95 Reviews),Chennai + 30 more,201-500 Employees (Global),,
Fortune Integrat...,4,(95 Reviews),Private,Mumbai + 43 more,10 years old,51-200 Employees (India)
Wave Infratech,4.1,(95 Reviews),Private,"Noida,Uttar Pradesh + 9 more",59 years old,1k-5k Employees (India)
InfoService,3.2,(95 Reviews),Private,"Chennai,Tamil Nadu + 17 more",18 years old,501-1k Employees (Global)
Benteler Automot...,4.2,(95 Reviews),Private,Salzburg + 3 more,146 years old,201-500 Employees (India)
EICHER TRUCKS AN...,4.2,(95 Reviews),Public,New Delhi + 31 more,14 years old,1k-5k Employees (India)
Rama University,3.7,(95 Reviews),"Kanpur,Uttar Pradesh + 8 more",26 years old,51-200 Employees (India),
ABT Maruti,4.2,(95 Reviews),Private,Coimbatore + 13 more,101 years old,1k-5k Employees (Global)
Lanson Toyota,4.3,(95 Reviews),Private,Chennai + 5 more,22 years old,5k-10k Employees (India)
Entercoms,3.2,(95 Reviews),Private,"Irving,Texas",18 years old,201-500 Employees (India)
Global Cloud Xch...,3.4,(95 Reviews),Private,Hamilton + 5 more,34 years old,501-1k Employees (India)
Mediamint,4,(95 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",12 years old,501-1k Employees (Global)
CIMS Hospital,4.2,(95 Reviews),Private,"Ahmedabad,Gujarat + 3 more",12 years old,201-500 Employees (India)
Black & Veatch,4.1,(95 Reviews),Private,Overland Park + 9 more,107 years old,501-1k Employees (India)
Rubicon Research,3.6,(95 Reviews),Private,"Atlanta,Georgia + 6 more",23 years old,201-500 Employees (India)
Sigma Freudenber...,4.3,(95 Reviews),Private,"Milan,Ohio + 9 more",22 years old,1k-5k Employees (India)
Manikaran Power,2.9,(95 Reviews),Private,"Delhi/NCR,Delhi + 6 more",17 years old,501-1k Employees (India)
Emmvee Photovolt...,4,(95 Reviews),Private,Bengaluru + 2 more,15 years old,501-1k Employees (India)
Teleminds Infote...,2.9,(95 Reviews),Private,"Kolkata,West Bengal + 2 more",10 years old,51-200 Employees (India)
SDG Software,4.3,(95 Reviews),Private,"Noida,Uttar Pradesh + 2 more",29 years old,201-500 Employees (India)
Technique Contro...,4,(95 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",12 years old,51-200 Employees (India)
Modern V.R. Secu...,4.3,(95 Reviews),Private,Mumbai + 27 more,38 years old,51-200 Employees (India)
Technip Energies,4.1,(95 Reviews),Noida + 11 more,1k-5k Employees (India),,
QX Global Group,4.3,(95 Reviews),"Skipton,North Yorkshire + 5 more",1k-5k Employees (India),,
Synokem Pharmace...,3.9,(95 Reviews),Private,New Delhi + 11 more,39 years old,201-500 Employees (India)
INDIA TODAY GROU...,4,(260 Reviews),Private,Noida + 8 more,47 years old,1k-5k Employees (India)
Indian Institute...,4.4,(119 Reviews),Kozhikode + 16 more,51-200 Employees (India),,
SKS Ispat & Powe...,3.7,(94 Reviews),Private,"Delhi/NCR,Delhi + 4 more",22 years old,201-500 Employees (India)
Supreme Infrastr...,3.6,(94 Reviews),Public,Mumbai + 15 more,39 years old,1k-5k Employees (India)
Minda Stoneridge...,3.8,(94 Reviews),Private,New Delhi + 2 more,27 years old,1k-5k Employees (India)
Tata Main Hospit...,3.6,(94 Reviews),Jamshedpur + 5 more,114 years old,1k-5k Employees (Global),
Sangam,3.9,(94 Reviews),Public,"Bhilwara,Rajasthan + 8 more",38 years old,1k-5k Employees (India)
Jaipur National ...,2.7,(94 Reviews),Private,Jaipur + 2 more,15 years old,201-500 Employees (India)
SpanIdea,3.8,(94 Reviews),Private,"MILPITAS,California + 5 more",12 years old,201-500 Employees (India)
United Telecoms,3.2,(94 Reviews),Private,Bengaluru + 13 more,39 years old,1k-5k Employees (India)
Qualtech Consult...,3.5,(94 Reviews),Private,"Noida,Uttar Pradesh + 2 more",19 years old,201-500 Employees (India)
